Date,Bi,Di,Ri,As,Tamb,W10,EPV
2011-05-09,377.33833333333337,184.23416666666665,5.5808333333333335,43.918461538461536,29.04166666666667,2.6433333333333335,58463.61000000001
2011-05-10,385.5333333333333,178.70749999999998,5.633333333333333,43.97615384615384,28.6775,2.3225000000000002,58696.469999999994
2011-05-11,422.2991666666667,153.28249999999997,5.795833333333332,44.03076923076924,28.66999999999999,2.2858333333333336,59763.08
2011-05-12,404.36083333333335,163.99083333333334,5.718333333333333,44.081538461538464,28.857916666666664,2.174166666666667,58872.21
2011-05-13,403.3958333333333,163.99166666666665,5.721666666666668,44.12923076923077,29.400000000000002,2.1354166666666665,58437.950000000004
2011-05-14,401.4783333333334,164.73750000000004,5.725833333333334,44.17230769230769,29.435833333333335,2.335,58361.49999999999
2011-05-15,401.9933333333333,163.26166666666668,5.739999999999999,44.21384615384615,29.29375,2.2704166666666667,58499.329999999994
2011-05-16,9.92,109.28000000000002,1.0608333333333333,44.25076923076923,30.270000000000007,1.8170833333333336,10314.310000000001
2011-05-17,306.93454545454546,174.79999999999998,4.397692307692307,44.284615384615385,30.747083333333332,2.472916666666667,47754.28
2011-05-18,128.49454545454543,246.12846153846152,3.5292307692307694,44.316153846153846,29.889166666666664,2.2791666666666663,39516.74
2011-05-19,401.6716666666666,148.85153846153847,5.28923076923077,44.342307692307685,29.918333333333333,3.210833333333333,58614.94
2011-05-20,398.3025,150.24307692307696,5.302307692307693,44.368461538461546,30.33458333333333,5.011666666666666,58839.05
2011-05-21,311.4683333333333,199.36923076923074,4.898461538461539,44.39076923076922,30.78125,5.668333333333333,55515.87999999999
2011-05-22,376.41333333333336,162.87307692307692,5.218461538461539,44.41000000000001,30.68416666666666,4.745,57842.76999999999
2011-05-23,407.6841666666666,139.18307692307692,5.299230769230769,44.42769230769231,30.652499999999993,3.0574999999999997,57928.16999999999
2011-05-24,418.7575,135.38307692307694,5.395384615384615,44.44384615384616,30.579166666666666,2.4345833333333324,58212.86
2011-05-25,405.2083333333334,142.50615384615384,5.369230769230768,44.46,30.38875,2.103333333333334,57246.67999999999
2011-05-26,270.57250000000005,207.27153846153848,4.663076923076923,44.47153846153847,30.44083333333333,2.2166666666666663,50591.590000000004
2011-05-27,258.10090909090906,208.6153846153846,4.272307692307693,44.48153846153846,30.279583333333335,2.5033333333333334,47561.87000000001
2011-05-28,402.0116666666666,142.86846153846156,5.365384615384614,44.49,30.920000000000005,2.344583333333333,57121.21
2011-05-29,364.70416666666665,164.01615384615383,5.214615384615385,44.50076923076923,31.39041666666668,2.6333333333333333,55602.04999999999
2011-05-30,356.95416666666665,165.64,5.118461538461539,44.5053846153846,30.957916666666673,3.1316666666666673,55430.719999999994
2011-05-31,410.97272727272735,135.86846153846153,5.016923076923077,44.51230769230769,31.06500000000001,3.2112499999999993,53974.19000000001
2011-06-01,350.8683333333333,166.88538461538462,5.068461538461539,44.51615384615385,28.056666666666658,3.946666666666666,56472.68
2011-06-02,390.54636363636365,152.83846153846156,4.960769230769231,44.51769230769231,28.623333333333335,2.0541666666666667,54400.579999999994
2011-06-03,149.1925,196.56846153846158,2.8184615384615386,44.52076923076923,28.53708333333333,1.8075,31824.11
2011-06-04,230.53714285714287,180.09307692307692,3.024615384615385,44.52230769230769,27.868750000000006,1.1133333333333333,33791.590000000004
2011-06-05,100.56714285714285,189.4953846153846,2.3592307692307695,44.52538461538461,27.597916666666666,1.19875,26845.260000000002
2011-06-06,95.25571428571429,196.89769230769235,2.396153846153846,44.52461538461538,27.91333333333333,4.120416666666666,28020.789999999997
2011-06-07,215.77166666666662,233.9092307692308,4.391538461538461,44.52461538461538,28.315,4.0375000000000005,49509.490000000005
2011-06-08,97.3625,248.90307692307698,3.4238461538461533,44.52615384615384,27.64916666666666,4.444166666666666,38844.12
2011-06-09,112.375,168.10153846153847,2.146923076923077,44.52538461538461,27.208750000000006,5.212083333333334,24697.91
2011-06-10,56.946666666666665,145.24923076923076,1.4969230769230768,44.52307692307692,27.414999999999996,6.051666666666667,17395.7
2011-06-11,10.1,59.425384615384615,0.5692307692307692,44.52076923076923,26.481249999999992,6.017500000000001,5609.909999999999
2011-06-12,38.78714285714285,194.5646153846154,2.080769230769231,44.51923076923077,26.453333333333337,4.9245833333333335,24352.18
2011-06-13,223.5858333333333,226.05076923076922,4.3938461538461535,44.51769230769231,26.423333333333336,4.5825,50312.9
2011-06-14,21.964285714285715,177.98000000000002,1.8553846153846156,44.51461538461539,27.027916666666655,4.12375,20975.850000000002
2011-06-15,158.64166666666668,237.4284615384615,3.7792307692307694,44.51307692307693,26.86375,4.912499999999999,44478.020000000004
2011-06-16,136.7975,191.26846153846157,2.7484615384615387,44.51153846153845,26.933749999999993,5.097499999999999,31271.62
2011-06-17,36.9675,240.57769230769236,2.6307692307692316,44.50846153846154,28.051250000000007,5.21625,31489.01
2011-06-18,169.05454545454543,246.96230769230766,3.863846153846154,44.50461538461538,28.21541666666667,6.0950000000000015,45362.79
2011-06-19,109.97083333333335,260.81,3.5646153846153843,44.502307692307696,27.80541666666667,5.572083333333333,41977.31999999999
2011-06-20,64.34100000000001,231.71,2.721538461538462,44.49923076923077,27.646666666666672,5.122083333333332,32087.380000000005
2011-06-21,16.00111111111111,204.87923076923076,2.063846153846154,44.49692307692306,27.840833333333336,4.5754166666666665,24252.570000000003
2011-06-22,65.93583333333333,271.3976923076923,3.2107692307692304,44.49384615384615,27.695833333333326,4.480833333333333,38235.82000000001
2011-06-23,125.62083333333332,253.0069230769231,3.667692307692308,44.49,27.842500000000005,4.74125,42631.02999999999
2011-06-24,65.81583333333333,259.43307692307695,3.1507692307692308,44.48692307692308,27.91583333333334,4.420000000000001,36715.83999999999
2011-06-25,54.43125,199.62307692307695,2.27,44.48538461538462,27.919166666666666,4.905833333333333,26232.66
2011-06-26,16.734999999999996,205.00846153846152,2.043076923076923,44.48153846153845,27.66916666666667,5.064583333333334,24243.829999999998
2011-06-27,89.244,229.0615384615385,2.916923076923077,44.47769230769231,27.714583333333334,5.754583333333334,34265.87
